Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TLS,TCP,1,192.168.1.2,443,58119,1296,68.81837119198143,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.8613554851718,0
TCP,TCP,0,23.220.203.49,58119,443,54,68.90023403380997,0
TCP,TCP,1,192.168.1.2,1041,51409,60,68.82077649553567,1
TCP,TCP,0,103.200.41.50,51409,1041,54,68.86365086435333,0
TLS,TCP,0,23.220.203.49,58119,443,215,68.73979922750158,0
DATA,UDP,0,27.6.146.195,54557,1096,68,68.78256780138943,0
DATA,TCP,0,103.200.41.50,51409,1041,58,68.81719961824278,0
TCP,TCP,1,192.168.1.2,1041,51409,60,68.85586558942452,1
DATA,UDP,1,192.168.1.2,1096,54557,62,68.89856898439987,1
TLS,TCP,1,192.168.1.2,443,58119,496,68.92500803531685,1
TLS,TCP,1,192.168.1.2,443,58119,1100,68.95142024107369,1
TLS,TCP,1,192.168.1.2,443,58119,1100,68.98186912788022,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.97171124717174,1
TLS,TCP,1,192.168.1.2,443,58119,686,68.96967668656092,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.97979228019234,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.02633964550854,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.06881950434493,1
TLS,TCP,1,192.168.1.2,443,58119,272,68.97772613477444,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.00799396167335,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.0180453826453,1
TLS,TCP,1,192.168.1.2,443,58119,1318,69.03211821975239,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.06634684303961,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.09651574932728,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.09035195266738,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.10434653631694,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.11429366912265,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.1121527009896,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.12610142632745,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.1078819648309,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.14189029574278,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.17989466503745,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.19376597514471,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.20360622949708,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.20540810525945,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.24731376513604,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.26512103973164,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.27488895570274,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.29265857434865,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.31441420513598,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.32412949863298,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.31782464110286,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.32352286049407,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.33320984827593,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.37085252495426,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.39248272865082,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.43007800161178,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.40373631957986,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.43727898446183,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.47079947019358,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.48034841785588,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.4460479783351,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.48346959971356,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.46512848853425,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.47862680990485,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.51994144918719,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.54930234815437,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.58659601475493,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.59204245959195,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.54189235829048,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.55528908138535,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.58056441714591,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.62167927462632,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.63897517452597,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.63643539361719,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.66162062755926,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.6867820112739,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.69608066830088,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.71328322940462,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.72255223784887,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.75949523651884,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.75290880844179,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.73449168499677,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.73977453977625,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.75687758291112,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.70307355600474,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.74376727674036,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.77656947566783,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.71107130386078,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.74381528808064,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.78831943798534,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.81316475160104,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.82620952574788,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.8313897751778,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.80520986504662,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.79082833007722,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.79992888988282,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.83247523931819,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.86891081163141,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.89750143269121,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.89478840504907,1
TCP,TCP,0,23.220.203.49,58119,443,54,69.93115156383539,0
TLS,TCP,1,192.168.1.2,443,58119,1514,69.93622608560781,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.95691462258388,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.96977103574062,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.97871066331744,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.96424475702365,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.98486072870487,1
TLS,TCP,1,192.168.1.2,443,58119,1514,69.98598169932373,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.0182415050008,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.0232271575624,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.03987537524975,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.01763397612366,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.05368160485406,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.09748166585224,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.10239613744888,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.09953936321155,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.10444474035457,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.09384002829387,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.12973511134179,0
TCP,TCP,0,23.220.203.49,58119,443,54,70.17336374830798,0
TLS,TCP,1,192.168.1.2,443,58119,409,70.20534133738995,1
TLS,TCP,1,192.168.1.2,443,58119,1100,70.24893668446114,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.27699371644441,1
TLS,TCP,1,192.168.1.2,443,58119,686,70.266250268485,1
TLS,TCP,1,192.168.1.2,443,58119,1100,70.27101699594769,1
TLS,TCP,1,192.168.1.2,443,58119,950,70.29900923897307,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.3386010486193,0
TLS,TCP,1,192.168.1.2,443,58119,1100,70.32782420375754,1
TLS,TCP,1,192.168.1.2,443,58119,1100,70.36736392580518,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.4068862478603,1
TLS,TCP,1,192.168.1.2,443,58119,686,70.44251759711416,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.40845139563264,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.38219265240629,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.39071048868425,1
TLS,TCP,1,192.168.1.2,443,58119,904,70.41464861981659,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.45014222925666,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.47403636249129,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.49019365094145,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.47163896216136,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.46466811019778,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.46540215920963,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.50458941872117,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.5014482135164,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.49062824805787,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.52973500459527,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.54577398235611,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.55795807598274,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.58931624562744,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.60146213318207,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.60975839219395,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.6218769078559,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.6378128088271,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.64223985450215,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.67346445088332,0
TCP,TCP,0,23.220.203.49,58119,443,54,70.70849852827742,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.6899041237641,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.71723636129842,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.73306989357104,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.74506113150062,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.73411458594492,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.76518209948385,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.74278544158142,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.75854968233682,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.77048630525012,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.77859745749048,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.78669904579415,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.82143981354079,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.83331268677681,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.82995335016622,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.86081986879346,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.88786348293758,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.90347465483998,1
TCP,TCP,0,23.220.203.49,58119,443,54,70.94188798994833,0
TCP,TCP,0,23.220.203.49,58119,443,54,70.98028484942597,0
TLS,TCP,1,192.168.1.2,443,58119,1514,70.98822464280677,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.99995450199678,1
TLS,TCP,1,192.168.1.2,443,58119,1514,70.9926758878993,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.03097356519565,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.05405456978603,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.09611547781839,0
TCP,TCP,0,23.220.203.49,58119,443,54,71.13816199104227,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.14597641323027,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.13479226689088,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.14639164602839,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.17315187170122,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.21127837355574,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.24938862041016,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.27988590094522,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.24964972221802,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.27251858309451,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.31053473452486,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.33715563628645,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.37892995766937,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.39413097542437,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.34491941815536,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.3298540034108,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.36771901570401,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.39422052381151,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.43583313260041,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.42070664405092,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.43581563793441,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.43203381939003,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.42825619253402,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.44710071723152,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.47723617036596,0
TCP,TCP,1,192.168.1.2,443,58119,684,71.49981215113681,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.53367998593977,0
TLS,TCP,1,192.168.1.2,443,58119,397,71.51476322728071,1
TLS,TCP,1,192.168.1.2,443,58119,1100,71.52598908750599,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.54472893986522,1
TLS,TCP,1,192.168.1.2,443,58119,686,71.56721479200867,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.58968083563639,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.60836685236107,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.64584624818661,1
TLS,TCP,1,192.168.1.2,443,58119,904,71.64944546572005,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.65679733738874,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.67917250406651,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.7090462866149,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.72762331034949,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.73491347818106,1
TLS,TCP,1,192.168.1.2,443,58119,490,71.75345879327918,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.69322297453692,0
TLS,TCP,1,192.168.1.2,443,58119,1100,71.72298935036584,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.7564849456623,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.78621351513168,1
TLS,TCP,1,192.168.1.2,443,58119,686,71.80842838425527,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.83437164937389,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.84530884235836,1
TLS,TCP,1,192.168.1.2,443,58119,272,71.8300316457504,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.85966072058034,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.87430464501128,1
TLS,TCP,1,192.168.1.2,443,58119,1318,71.86276454347951,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.8923316881996,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.90319711468459,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.9252549307819,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.93982439016567,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.96931473183446,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.98011651846787,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.9759834293431,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.97558326495339,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.99008533554431,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.00457240233943,1
TLS,TCP,1,192.168.1.2,443,58119,362,72.03394111120546,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.0260566390917,0
TCP,TCP,0,23.220.203.49,58119,443,54,72.06283012763033,0
TLS,TCP,1,192.168.1.2,443,58119,1100,72.09214223566583,1
TLS,TCP,1,192.168.1.2,443,58119,1100,72.05447433026097,1
TLS,TCP,1,192.168.1.2,443,58119,1100,72.050306121555,1
TLS,TCP,1,192.168.1.2,443,58119,1100,72.08698175856998,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.12735955822086,1
TLS,TCP,1,192.168.1.2,443,58119,686,72.14914098525739,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.17833499673446,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.18150569377629,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.18838334665985,1
TLS,TCP,1,192.168.1.2,443,58119,904,72.19525428619257,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.22436959492177,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.22750256986917,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.2343367305701,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.24486806220312,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.14816065682355,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.16609274984984,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.1877010791325,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.20928998032413,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.22717194744492,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.25979551671846,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.25182481605307,1
TLS,TCP,1,192.168.1.2,443,58119,274,72.28072020937896,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.29484991598757,0
TCP,TCP,0,23.220.203.49,58119,443,54,72.32002196144518,0
DATA,TCP,0,77.18.133.195,58135,36026,55,72.34886264285787,0
DATA,UDP,1,192.168.1.2,443,49320,87,72.38137300432406,1
DATA,UDP,0,172.253.118.189,49320,443,75,72.41755345169923,0
TCP,TCP,1,192.168.1.2,1024,64566,60,72.44634231334993,1
TCP,TCP,0,183.82.147.211,64566,1024,54,72.45667371703306,0
DATA,UDP,0,172.217.163.100,50103,443,75,72.48173908348743,0
DATA,UDP,1,192.168.1.2,443,50103,69,72.50678484872954,1
ICMP,None,1,192.168.1.2,0,0,90,72.53181454773554,1
DATA,TCP,0,43.252.14.194,58048,1031,58,72.55313851850414,0
TCP,TCP,0,65.49.14.177,58142,37943,66,72.56707390595518,0
DATA,UDP,0,103.245.198.246,54557,31185,62,72.59942158477628,0
DATA,UDP,1,192.168.1.2,31185,54557,62,72.62438026269871,1
ICMP,None,1,192.168.1.2,0,0,90,72.6272118252722,1
TCP,TCP,1,192.168.1.2,1031,58048,60,72.63003965625606,1
DATA,UDP,0,172.217.163.35,57744,443,75,72.66230733796492,0
DATA,UDP,1,192.168.1.2,443,57744,67,72.41574232062663,1
DATA,UDP,0,103.245.198.246,54557,31185,494,72.45523530416034,0
DATA,TCP,0,77.18.134.67,58132,36026,55,72.49106039202951,0
DATA,UDP,1,192.168.1.2,31185,54557,62,72.53052977618809,1
TCP,TCP,1,192.168.1.2,37943,58142,66,72.55900775938295,1
TCP,TCP,0,65.49.14.177,58142,37943,54,72.59844895672535,0
DATA,UDP,1,192.168.1.2,19460,54557,62,72.59030600829574,1
DATA,UDP,0,203.187.233.44,54557,19460,62,72.62970472995984,0
BITTORRENT,TCP,0,65.49.14.177,58142,37943,122,72.65079601094432,0
DATA,UDP,1,192.168.1.2,20665,54557,62,72.67187117930702,1
DATA,UDP,0,103.15.63.82,54557,20665,62,72.67830392815824,0
DATA,UDP,1,192.168.1.2,20665,54557,62,72.70300093177876,1
TCP,TCP,1,192.168.1.2,37943,58142,60,72.72768229856541,1
DATA,UDP,0,62.210.36.82,6881,55060,146,72.76331399476554,0
DATA,UDP,1,192.168.1.2,55060,6881,325,72.79893049696416,1
TCP,TCP,1,192.168.1.2,49470,58123,60,72.83453355756436,1
TCP,TCP,0,65.49.14.187,58123,49470,54,72.87012231343337,0
TCP,TCP,0,65.49.14.187,58123,49470,54,72.8398609139852,0
TCP,TCP,1,192.168.1.2,49470,58123,60,72.8754021895085,1
DATA,UDP,1,192.168.1.2,1330,54557,62,72.90361735120811,1
DATA,UDP,0,123.201.163.116,54557,1330,62,72.94278350782855,0
DATA,UDP,1,192.168.1.2,1330,54557,62,72.97096655089751,1
DATA,TCP,0,156.0.213.49,58130,56232,55,73.00644770923982,0
DATA,TCP,0,77.18.133.195,58135,36026,55,73.0309377316814,0
TCP,TCP,0,197.210.65.79,58143,48709,66,71.6912306661061,0
TCP,TCP,0,65.49.126.177,58144,63883,66,71.67696879257284,0
TCP,TCP,0,93.158.213.92,58145,1337,66,71.69438295045592,0
DATA,UDP,0,115.98.12.85,54557,6881,62,71.72937477019704,0
DATA,UDP,1,192.168.1.2,6881,54557,62,71.76787218351417,1
DATA,UDP,0,115.98.12.85,54557,6881,445,71.80635994501355,0
DATA,UDP,1,192.168.1.2,6881,54557,62,71.84483554157225,1
TCP,TCP,1,192.168.1.2,1337,58145,60,71.0299522576716,1
TCP,TCP,0,93.158.213.92,58145,1337,54,71.03709876448283,0
DATA,TCP,0,93.158.213.92,58145,1337,403,71.07175454250347,0
TCP,TCP,1,192.168.1.2,1031,58048,60,71.10639771970487,1
TCP,TCP,1,192.168.1.2,63883,58144,60,71.14447111004276,1
TCP,TCP,0,65.49.126.177,58144,63883,54,71.17908847747901,0
BITTORRENT,TCP,0,65.49.126.177,58144,63883,122,71.21369162488833,0
TCP,TCP,1,192.168.1.2,48709,58143,60,71.24828302427413,1
TCP,TCP,0,197.210.65.79,58143,48709,54,71.27596606429731,0
TCP,TCP,1,192.168.1.2,1337,58145,60,71.31052705300739,1
TLS,TCP,0,23.220.203.49,58119,443,214,71.34507549797154,0
TLS,TCP,1,192.168.1.2,443,58119,494,71.38306009484529,1
TLS,TCP,1,192.168.1.2,443,58119,1100,71.40723065586435,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.43828653938654,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.47623011192701,0
TLS,TCP,1,192.168.1.2,443,58119,686,71.5038043436158,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.48650377326133,1
TLS,TCP,1,192.168.1.2,443,58119,686,71.50714577377114,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.53121771635671,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.5552750626327,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.56207955567491,1
TLS,TCP,1,192.168.1.2,443,58119,272,71.58610285246674,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.61011160525042,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.63065672383713,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.64774170500979,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.65792229506754,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.68530950854033,0
TLS,TCP,1,192.168.1.2,443,58119,904,71.69546276222498,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.7193731884286,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.72605691531895,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.71897751688691,0
TLS,TCP,1,192.168.1.2,443,58119,1318,71.72565250415661,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.75981189834133,1
TLS,TCP,1,192.168.1.2,443,58119,686,71.6840865238227,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.71133168925564,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.73513052730311,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.7554863519464,1
TLS,TCP,1,192.168.1.2,443,58119,272,71.76897082462483,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.79272363261029,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.81988664922551,0
TLS,TCP,1,192.168.1.2,443,58119,686,71.69652771440441,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.73047476787576,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.75074922122205,1
TLS,TCP,1,192.168.1.2,443,58119,272,71.77783716794978,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.80832410464217,0
TLS,TCP,1,192.168.1.2,443,58119,1514,71.82855145077313,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.79417462802648,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.78711559691739,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.8107105924926,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.7560320645614,1
TLS,TCP,1,192.168.1.2,443,58119,1122,71.76260574027725,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.79634747560897,0
TCP,TCP,0,23.220.203.49,58119,443,54,71.82327892393481,0
TLS,TCP,1,192.168.1.2,443,58119,244,71.81961900322204,1
TCP,TCP,1,192.168.1.2,63883,58144,60,71.82614512559742,1
TCP,TCP,0,23.220.203.49,58119,443,54,71.85302614060016,0
TLS,TCP,0,23.220.203.49,58119,443,215,71.88668226026354,0
TLS,TCP,1,192.168.1.2,443,58119,496,71.92032566464286,1
TLS,TCP,1,192.168.1.2,443,58119,1100,71.9573526906707,1
TLS,TCP,1,192.168.1.2,443,58119,1514,71.99097163125278,1
TLS,TCP,1,192.168.1.2,443,58119,686,72.00078816607959,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.0105953254979,1
TLS,TCP,1,192.168.1.2,443,58119,686,72.03736885606666,1
TLS,TCP,1,192.168.1.2,443,58119,1100,72.06073196531273,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.0840780445484,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.11420356987958,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.11714394156837,1
TLS,TCP,1,192.168.1.2,443,58119,1318,72.12686745957296,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.14675993430738,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.16324419204032,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.1661489445829,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.19617089275674,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.20922322883082,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.21887285290249,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.22512609626607,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.2246004063332,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.2409954970127,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.27091332766025,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.24330579202748,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.2529057428118,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.28276843705846,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.17765582155181,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.20746641528626,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.2204228054476,0
