Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
DATA,UDP,1,192.168.1.2,62220,54557,62,47.286227767440735,1
TCP,TCP,1,192.168.1.2,6881,58121,66,47.28708287378297,1
TCP,TCP,0,46.101.4.218,58121,6881,54,47.36960721682877,0
DATA,UDP,1,192.168.1.2,1096,54557,62,47.42276097000444,1
ICMP,None,1,192.168.1.2,0,0,90,47.51082356701576,1
TCP,TCP,1,192.168.1.2,40413,58122,66,47.5811952468158,1
TCP,TCP,0,43.252.15.2,58122,40413,54,47.67483557587684,0
BITTORRENT,TCP,0,46.101.4.218,58121,6881,122,47.76249341122399,0
DATA,TCP,0,43.252.15.2,58122,40413,253,47.86176867206926,0
DATA,UDP,0,103.74.140.18,54557,62220,130,47.96683120634452,0
DATA,UDP,0,27.6.146.195,54557,1096,590,48.06591962359441,0
DATA,UDP,1,192.168.1.2,62220,54557,62,48.170815530161676,1
DATA,UDP,1,192.168.1.2,1096,54557,62,48.27563572484465,1
TCP,TCP,1,192.168.1.2,40413,58122,60,48.374452905913905,1
TCP,TCP,1,192.168.1.2,40413,58122,60,48.479107067255846,1
TCP,TCP,1,192.168.1.2,1041,51409,60,48.57774000925905,1
TCP,TCP,0,103.200.41.50,51409,1041,54,48.67627644254454,0
TCP,TCP,1,192.168.1.2,6881,58121,60,48.77471650868842,1
TCP,TCP,1,192.168.1.2,6881,58121,60,48.87903208584396,1
TCP,TCP,0,46.101.4.218,58121,6881,54,48.88175800843552,0
DATA,UDP,0,27.6.146.195,54557,1096,139,48.99171295126924,0
TCP,TCP,0,46.101.4.218,58121,6881,54,49.07171764633475,0
DATA,UDP,1,192.168.1.2,1096,54557,62,49.062047536568116,1
TCP,TCP,1,192.168.1.2,6881,58121,60,49.153638454615155,1
DATA,TCP,0,77.219.12.24,58111,45896,55,49.25109451380577,0
TCP,TCP,0,176.71.232.247,58110,53232,54,49.31257967232883,0
TCP,TCP,0,77.18.133.195,58109,36026,54,49.41577743443539,0
DATA,UDP,0,172.253.118.189,49320,443,75,49.51890165263496,0
DATA,UDP,1,192.168.1.2,443,49320,68,49.621949552221736,1
TCP,TCP,1,192.168.1.2,1024,64566,60,49.7249240760294,1
TCP,TCP,0,183.82.147.211,64566,1024,54,49.803727999672134,0
TCP,TCP,0,213.103.14.167,58099,5526,54,49.88842521811691,0
DATA,UDP,1,192.168.1.2,6881,54557,62,49.9911013723643,1
TLS,TCP,1,192.168.1.2,443,53769,102,49.16197769731843,1
TLS,TCP,1,192.168.1.2,443,53769,102,49.23378061231386,1
TCP,TCP,0,13.107.18.11,53769,443,54,49.3346118216467,0
TCP,TCP,0,77.219.12.24,58111,45896,54,49.42952882629011,0
TCP,TCP,0,65.49.14.187,58123,49470,66,49.506798569232295,0
TLS,TCP,0,23.220.203.49,58119,443,215,49.59565136773996,0
TLS,TCP,0,23.220.203.49,58119,443,215,49.12204483231411,0
DATA,UDP,0,136.34.236.50,6881,27032,146,49.21575196543657,0
TCP,TCP,1,192.168.1.2,443,58119,60,49.29787916576165,1
TCP,TCP,1,192.168.1.2,49470,58123,60,49.37989158433884,1
TCP,TCP,0,65.49.14.187,58123,49470,54,49.473305473722,0
BITTORRENT,TCP,0,65.49.14.187,58123,49470,122,49.56663103168447,0
TLS,TCP,1,192.168.1.2,443,58119,494,49.65987112768392,1
TCP,TCP,1,192.168.1.2,443,58119,60,49.758809701576105,1
TLS,TCP,1,192.168.1.2,443,58119,1100,49.84609129889832,1
TLS,TCP,1,192.168.1.2,443,58119,1100,49.939071615709615,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.02615740825298,1
TLS,TCP,1,192.168.1.2,443,58119,686,50.0840906870822,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.15931819058713,1
TLS,TCP,1,192.168.1.2,443,58119,686,50.2111740393871,1
TCP,TCP,0,23.220.203.49,58119,443,54,50.29195550766691,0
TLS,TCP,1,192.168.1.2,443,58119,1514,50.384266276909166,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.40080759604887,1
TLS,TCP,1,192.168.1.2,443,58119,272,50.45213045201972,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.520760902752734,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.548579526701545,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.58210304661169,1
TCP,TCP,0,23.220.203.49,58119,443,54,50.67355185534369,0
TLS,TCP,1,192.168.1.2,443,58119,1514,50.712610286505694,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.78638794505494,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.83099617152279,1
TCP,TCP,0,23.220.203.49,58119,443,54,50.91033089191427,0
TLS,TCP,1,192.168.1.2,443,58119,1514,50.960486725525406,1
TLS,TCP,1,192.168.1.2,443,58119,1514,50.99309952696768,1
TLS,TCP,1,192.168.1.2,443,58119,1514,51.025607167180304,1
TCP,TCP,0,23.220.203.49,58119,443,54,51.1218209457515,0
TLS,TCP,1,192.168.1.2,443,58119,1514,51.119269677737435,1
TLS,TCP,1,192.168.1.2,443,58119,1514,51.163024509777465,1
TLS,TCP,1,192.168.1.2,443,58119,1514,51.20086922005447,1
TCP,TCP,0,23.220.203.49,58119,443,54,51.284910682849436,0
TLS,TCP,1,192.168.1.2,443,58119,1514,51.299354513713325,1
TLS,TCP,1,192.168.1.2,443,58119,1514,51.34263170758847,1
TLS,TCP,1,192.168.1.2,443,58119,1514,51.38579348352139,1
TCP,TCP,0,23.220.203.49,58119,443,54,51.46351359540428,0
TLS,TCP,1,192.168.1.2,443,58119,1514,51.47754074870223,1
TLS,TCP,1,192.168.1.2,443,58119,1514,51.52612116418951,1
TLS,TCP,1,192.168.1.2,443,58119,1514,51.59190047560919,1
TLS,TCP,1,192.168.1.2,443,58119,1514,51.64023846889983,1
TLS,TCP,1,192.168.1.2,443,58119,288,51.70577624239622,1
TCP,TCP,0,23.220.203.49,58119,443,54,51.77697365291497,0
TCP,TCP,0,23.220.203.49,58119,443,54,51.8538412626704,0
TLS,TCP,1,192.168.1.2,443,58119,1100,51.93060883038316,1
TLS,TCP,1,192.168.1.2,443,58119,1100,51.93785795377182,1
TLS,TCP,1,192.168.1.2,443,58119,1100,51.979700386706966,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.038745194270135,1
TLS,TCP,1,192.168.1.2,443,58119,686,52.09767356050101,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.11608413148556,1
TLS,TCP,1,192.168.1.2,443,58119,686,52.197854903935884,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.227578897992615,1
TCP,TCP,0,23.220.203.49,58119,443,54,52.23993033415029,0
TLS,TCP,1,192.168.1.2,443,58119,1514,52.32707204086792,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.39106000086964,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.42610725444919,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.472571510423926,1
TCP,TCP,0,23.220.203.49,58119,443,54,52.54773587619389,0
TLS,TCP,1,192.168.1.2,443,58119,1514,52.42736780445763,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.484993587599156,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.55396730418261,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.60563881046503,1
TCP,TCP,0,23.220.203.49,58119,443,54,52.68012719982217,0
TCP,TCP,0,23.220.203.49,58119,443,54,52.76599373927003,0
TCP,TCP,0,23.220.203.49,58119,443,54,52.85178967441352,0
TLS,TCP,1,192.168.1.2,443,58119,1514,52.88002432460455,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.93112916042025,1
TLS,TCP,1,192.168.1.2,443,58119,1514,52.94196899558729,1
TCP,TCP,0,23.220.203.49,58119,443,54,53.01579439186039,0
TLS,TCP,1,192.168.1.2,443,58119,1514,53.0493695805701,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.09430801383315,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.08763723014331,1
TCP,TCP,0,23.220.203.49,58119,443,54,53.12666689555046,0
TLS,TCP,1,192.168.1.2,443,58119,1514,53.20559769562909,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.232974773190335,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.29453868349646,1
TCP,TCP,0,23.220.203.49,58119,443,54,53.37315382454428,0
TLS,TCP,1,192.168.1.2,443,58119,1514,53.37163969584844,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.432874510613146,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.482581664636605,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.52647526530939,1
TCP,TCP,0,23.220.203.49,58119,443,54,53.59309806902159,0
TLS,TCP,1,192.168.1.2,443,58119,1514,53.556979364265985,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.53239821545827,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.5759283908686,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.64204931488659,1
TCP,TCP,0,23.220.203.49,58119,443,54,53.730796083380504,0
TLS,TCP,1,192.168.1.2,443,58119,1514,53.80810713407444,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.78871719760109,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.83172885953852,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.87464094693048,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.91745515623994,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.94884005623424,1
TLS,TCP,1,192.168.1.2,443,58119,1514,53.88976056494288,1
TCP,TCP,0,23.220.203.49,58119,443,54,53.94923530193896,0
TLS,TCP,1,192.168.1.2,443,58119,1514,53.96350995879402,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.017141188382865,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.0594085754408,1
TCP,TCP,0,23.220.203.49,58119,443,54,54.12973720930562,0
TLS,TCP,1,192.168.1.2,443,58119,1514,54.16616680453403,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.196878417664514,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.13208601065915,1
TCP,TCP,0,23.220.203.49,58119,443,54,54.213143095480845,0
TLS,TCP,1,192.168.1.2,443,58119,1514,54.29413311546736,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.3638146101101,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.3940803128361,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.429874920727286,1
TCP,TCP,0,23.220.203.49,58119,443,54,54.510484830257106,0
TLS,TCP,1,192.168.1.2,443,58119,1514,54.51802055378713,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.542334730089976,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.577774212153244,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.5404730683906,1
TCP,TCP,0,23.220.203.49,58119,443,54,54.609272045691434,0
TLS,TCP,1,192.168.1.2,443,58119,1514,54.616580712292645,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.61829564156025,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.64224066007918,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.699464496679894,1
TCP,TCP,0,23.220.203.49,58119,443,54,54.7677247815122,0
TCP,TCP,0,23.220.203.49,58119,443,54,54.83590055451241,0
TLS,TCP,1,192.168.1.2,443,58119,1514,54.84832725082073,1
TLS,TCP,1,192.168.1.2,443,58119,1514,54.92186906094037,1
TCP,TCP,0,23.220.203.49,58119,443,54,55.006476421894284,0
DATA,UDP,1,192.168.1.2,54228,54557,62,55.09103502536535,1
TLS,TCP,1,192.168.1.2,443,58119,728,55.130887447375756,1
TLS,TCP,1,192.168.1.2,443,58119,1100,55.17622748789953,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.2270509306278,1
TLS,TCP,1,192.168.1.2,443,58119,686,55.22764084471085,1
TCP,TCP,0,23.220.203.49,58119,443,54,55.27827951669694,0
TLS,TCP,1,192.168.1.2,443,58119,1514,55.339962500519064,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.40155599675319,1
TLS,TCP,1,192.168.1.2,443,58119,272,55.47979020269021,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.55796019933269,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.608141540643935,1
TLS,TCP,1,192.168.1.2,443,58119,1318,55.619188028315854,1
TCP,TCP,0,23.220.203.49,58119,443,54,55.658043920973476,0
TLS,TCP,1,192.168.1.2,443,58119,1514,55.73582966745671,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.8079700885017,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.846540865522606,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.89060546741849,1
TCP,TCP,0,23.220.203.49,58119,443,54,55.956900000385254,0
TLS,TCP,1,192.168.1.2,443,58119,1514,55.80060095752098,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.85552135345696,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.888192403824476,1
TLS,TCP,1,192.168.1.2,443,58119,1514,55.92078452428869,1
TCP,TCP,0,23.220.203.49,58119,443,54,55.99758891859286,0
TLS,TCP,1,192.168.1.2,443,58119,1514,56.029999771466755,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.04573836697272,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.072480177581724,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.110198753633604,1
TCP,TCP,0,23.220.203.49,58119,443,54,56.175457031941946,0
TLS,TCP,1,192.168.1.2,443,58119,1514,56.212999945992784,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.255986562247564,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.25474498966421,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.29757287988665,1
TCP,TCP,0,23.220.203.49,58119,443,54,56.36788518858559,0
TLS,TCP,1,192.168.1.2,443,58119,1514,56.39951131414398,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.453110791002366,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.46804771484452,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.504952825598004,1
TCP,TCP,0,23.220.203.49,58119,443,54,56.58032275124683,0
TLS,TCP,1,192.168.1.2,443,58119,1514,56.64460909664529,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.6371962670506,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.66277944310909,1
TCP,TCP,0,23.220.203.49,58119,443,54,56.715778454545166,0
TLS,TCP,1,192.168.1.2,443,58119,1514,56.72473163231293,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.761088901711716,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.83030860996944,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.86649627285403,1
TCP,TCP,0,23.220.203.49,58119,443,54,56.93006483059354,0
TLS,TCP,1,192.168.1.2,443,58119,1514,56.916708987772076,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.908876827612694,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.93385314690517,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.96969337205222,1
TLS,TCP,1,192.168.1.2,443,58119,1514,56.98361919892058,1
TCP,TCP,0,23.220.203.49,58119,443,54,57.04660806382415,0
TLS,TCP,1,192.168.1.2,443,58119,1514,57.03858668011599,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.08504087603564,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.10417968709425,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.13414694780151,1
TCP,TCP,0,23.220.203.49,58119,443,54,57.202134942826156,0
TLS,TCP,1,192.168.1.2,443,58119,1514,57.21018517937389,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.23450519489689,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.264194768816374,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.29924144190505,1
TCP,TCP,0,23.220.203.49,58119,443,54,57.36135342151488,0
TLS,TCP,1,192.168.1.2,443,58119,1514,57.390817658629004,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.39852967262603,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.43328952795214,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.467977335313314,1
TCP,TCP,0,23.220.203.49,58119,443,54,57.5296664647483,0
TCP,TCP,0,23.220.203.49,58119,443,54,57.59670558250585,0
TLS,TCP,1,192.168.1.2,443,58119,1514,57.636572228717924,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.66552850157176,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.61874137602562,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.631434477062164,1
TCP,TCP,0,23.220.203.49,58119,443,54,57.697998399590084,0
TLS,TCP,1,192.168.1.2,443,58119,1514,57.651334582822265,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.696177922977824,1
TLS,TCP,1,192.168.1.2,443,58119,1514,57.719443304814114,1
TLS,TCP,1,192.168.1.2,443,58119,1036,57.68364796362762,1
TCP,TCP,0,23.220.203.49,58119,443,54,57.75507619438683,0
TCP,TCP,0,23.220.203.49,58119,443,54,57.8318201856615,0
TLS,TCP,1,192.168.1.2,443,58119,655,57.90314701826234,1
TLS,TCP,1,192.168.1.2,443,58119,1100,57.96904287171435,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.03487763047504,1
TLS,TCP,1,192.168.1.2,443,58119,686,58.073743886843246,1
TCP,TCP,0,23.220.203.49,58119,443,54,58.14482261502233,0
TLS,TCP,1,192.168.1.2,443,58119,1514,58.15125951583651,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.189909287427106,1
TLS,TCP,1,192.168.1.2,443,58119,272,58.22848900329706,1
TLS,TCP,1,192.168.1.2,443,58119,1100,58.261625279477975,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.32155126425682,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.35991390822803,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.34454396616004,1
TCP,TCP,0,23.220.203.49,58119,443,54,58.42032184229248,0
TLS,TCP,1,192.168.1.2,443,58119,1514,58.474576672554676,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.50192699185801,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.5399403413203,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.53502265250393,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.402126950079136,1
TCP,TCP,0,23.220.203.49,58119,443,54,58.477251504222664,0
TLS,TCP,1,192.168.1.2,443,58119,1514,58.54167530232473,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.600706736472375,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.627680801415096,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.654594814206504,1
TCP,TCP,0,23.220.203.49,58119,443,54,58.55398584838283,0
TLS,TCP,1,192.168.1.2,443,58119,1514,58.59145841157377,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.644756794320024,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.69268795417148,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.72465214008817,1
TCP,TCP,0,23.220.203.49,58119,443,54,58.78834029168339,0
TLS,TCP,1,192.168.1.2,443,58119,1514,58.798978197057515,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.8148745643519,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.8254477554862,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.8623909076496,1
TCP,TCP,0,23.220.203.49,58119,443,54,58.92039611996494,0
TLS,TCP,1,192.168.1.2,443,58119,1514,58.92024384382805,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.94117234372167,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.930462925604395,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.94080607615841,1
TCP,TCP,0,23.220.203.49,58119,443,54,59.003665579518334,0
TCP,TCP,0,23.220.203.49,58119,443,54,59.06647158413393,0
TLS,TCP,1,192.168.1.2,443,58119,1514,59.03983936178873,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.06048167580951,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.112542453050985,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.13306561551204,1
TCP,TCP,0,23.220.203.49,58119,443,54,59.16402034014367,0
TLS,TCP,1,192.168.1.2,443,58119,1514,59.194914804250686,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.20481417866411,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.193790088731646,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.22453315833214,1
TCP,TCP,0,23.220.203.49,58119,443,54,59.27609507781465,0
TLS,TCP,1,192.168.1.2,443,58119,1514,59.34326430463773,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.35813825176153,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.38862525242029,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.419053382346306,1
TCP,TCP,0,23.220.203.49,58119,443,54,59.480718388268784,0
TCP,TCP,0,23.220.203.49,58119,443,54,59.542326828437616,0
TLS,TCP,1,192.168.1.2,443,58119,1514,59.56211552477917,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.58185796155074,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.57031691051353,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.5640090545639,1
TCP,TCP,0,23.220.203.49,58119,443,54,59.62521845040195,0
TLS,TCP,1,192.168.1.2,443,58119,1514,59.69677568231414,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.76473610811253,1
TLS,TCP,1,192.168.1.2,443,58119,1514,58.794993765539346,1
TLS,TCP,1,192.168.1.2,443,58119,1094,58.82519450388033,1
TCP,TCP,0,23.220.203.49,58119,443,54,58.88552159222391,0
TCP,TCP,0,23.220.203.49,58119,443,54,58.95083166944853,0
TCP,TCP,1,192.168.1.2,49470,58123,60,59.00601881884337,1
DATA,UDP,1,192.168.1.2,27032,6881,352,59.03091763489607,1
TCP,TCP,0,45.121.88.73,58124,41287,66,59.060799376054874,0
TCP,TCP,0,106.167.149.34,58125,24087,66,59.09565647438015,0
TCP,TCP,1,192.168.1.2,41287,58124,66,59.14051925168075,1
TCP,TCP,0,45.121.88.73,58124,41287,54,59.18028767407742,0
BITTORRENT,TCP,0,45.121.88.73,58124,41287,122,59.230061803751504,0
TCP,TCP,0,42.109.141.99,58117,6881,55,59.2848101283766,0
TCP,TCP,1,192.168.1.2,41287,58124,60,59.34454258940965,1
ICMP,None,1,192.168.1.2,0,0,90,59.22829260262831,1
TCP,TCP,1,192.168.1.2,24087,58125,66,59.29785124564312,1
TCP,TCP,0,106.167.149.34,58125,24087,54,59.36235594166919,0
BITTORRENT,TCP,0,106.167.149.34,58125,24087,122,59.42179067502152,0
DATA,TCP,0,74.125.200.188,58614,5228,55,59.48620322564665,0
TCP,TCP,1,192.168.1.2,5228,58614,66,59.550572247381034,1
TCP,TCP,1,192.168.1.2,24087,58125,60,59.61993294863448,1
TCP,TCP,1,192.168.1.2,24087,58125,60,59.68421757078428,1
TCP,TCP,0,106.167.149.34,58125,24087,54,59.48739536805708,0
TCP,TCP,0,106.167.149.34,58125,24087,54,59.5514029194743,0
TCP,TCP,1,192.168.1.2,24087,58125,60,59.61536628270238,1
TCP,TCP,0,197.210.47.68,58091,26630,54,59.679286692723444,0
TCP,TCP,0,45.121.91.191,58126,6881,66,59.73814960119983,0
TCP,TCP,0,45.127.56.194,58127,9933,66,59.75186209404975,0
TCP,TCP,0,45.127.56.194,58128,9933,66,59.795575068465546,0
TCP,TCP,0,65.49.14.186,58129,46057,66,59.84924649390471,0
DATA,UDP,0,103.80.12.64,54557,62396,62,59.797798124400465,0
DATA,UDP,0,103.79.168.115,54557,54228,62,59.84632648231557,0
DATA,UDP,0,103.110.147.34,54557,62906,62,59.90978991062102,0
TCP,TCP,1,192.168.1.2,9933,58127,66,59.968210473722294,1
TCP,TCP,0,45.127.56.194,58127,9933,54,60.03659213656134,0
BITTORRENT,TCP,0,45.127.56.194,58127,9933,122,60.099931022350205,0
TCP,TCP,1,192.168.1.2,9933,58128,66,60.14317777860971,1
TCP,TCP,0,45.127.56.194,58128,9933,54,60.2014026842304,0
BITTORRENT,TCP,0,45.127.56.194,58128,9933,122,60.25456321735034,0
TCP,TCP,1,192.168.1.2,9933,58127,60,60.287612518708094,1
TCP,TCP,1,192.168.1.2,9933,58128,60,60.33564379924346,1
DATA,UDP,1,192.168.1.2,62906,54557,62,60.3786070133666,1
DATA,UDP,0,103.110.147.34,54557,62906,130,60.41649678327443,0
TCP,TCP,1,192.168.1.2,6881,58126,66,60.459343385689486,1
TCP,TCP,0,45.121.91.191,58126,6881,54,60.45202840452227,0
BITTORRENT,TCP,0,45.121.91.191,58126,6881,122,60.514793303961305,0
DATA,UDP,1,192.168.1.2,62906,54557,62,60.587545103004416,1
DATA,UDP,1,192.168.1.2,62396,54557,62,60.655252388937264,1
DATA,UDP,1,192.168.1.2,54228,54557,62,60.72795084700032,1
DATA,UDP,0,103.80.12.64,54557,62396,524,60.74032654226027,0
DATA,UDP,0,103.79.168.115,54557,54228,130,60.80789086281492,0
DATA,UDP,1,192.168.1.2,62396,54557,62,60.8754204998591,1
DATA,UDP,1,192.168.1.2,54228,54557,62,60.937886081651506,1
TCP,TCP,1,192.168.1.2,6881,58126,60,61.00030681302429,1
TCP,TCP,1,192.168.1.2,46057,58129,66,61.05765079599395,1
TCP,TCP,0,65.49.14.186,58129,46057,54,61.125030688097205,0
BITTORRENT,TCP,0,65.49.14.186,58129,46057,122,61.187329109703235,0
TCP,TCP,1,192.168.1.2,6881,58126,60,61.21930636066389,1
TCP,TCP,0,219.91.202.83,58118,5121,62,61.281501874129894,0
TCP,TCP,1,192.168.1.2,46057,58129,60,61.12220148773839,1
ICMP,None,1,192.168.1.2,0,0,70,61.17412976720932,1
TLS,TCP,1,192.168.1.2,443,55367,160,59.766144323690504,1
TLS,TCP,0,23.220.203.49,58119,443,215,59.81265302456566,0
TLS,TCP,1,192.168.1.2,443,58119,496,59.863892444404115,1
TLS,TCP,1,192.168.1.2,443,58119,1100,59.90072681135866,1
TLS,TCP,1,192.168.1.2,443,58119,1100,59.94707749075974,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.98859094938383,1
TLS,TCP,1,192.168.1.2,443,58119,686,60.00134984047728,1
TLS,TCP,1,192.168.1.2,443,58119,1514,59.99020308959754,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.02678127088318,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.05853363174579,1
TCP,TCP,0,23.220.203.49,58119,443,54,60.118871268941795,0
TLS,TCP,1,192.168.1.2,443,58119,904,60.14096994132303,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.19165488176607,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.22319834091771,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.24991829487048,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.27659288202548,1
TCP,TCP,0,23.220.203.49,58119,443,54,60.32706232386249,0
TLS,TCP,1,192.168.1.2,443,58119,1514,60.35840296527003,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.38015962800022,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.38758967321663,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.43307284244984,1
TCP,TCP,0,23.220.203.49,58119,443,54,60.44518528971126,0
TLS,TCP,1,192.168.1.2,443,58119,1514,60.47628893636446,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.49783642876999,1
